maker_id,maker_name,year,maker_group
1116,Maserati,2022,Stellantis
1117,Maserati,2023,Stellantis
1118,Maserati,2024,Stellantis
1119,Mazda,2008,Mazda
1120,Mazda,2009,Mazda
1121,Mazda,2010,Mazda
1122,Mazda,2011,Mazda
1123,Mazda,2012,Mazda
1124,Mazda,2013,Mazda
1125,Mazda,2014,Mazda
1126,Mazda,2015,Mazda
1127,Mazda,2016,Mazda
1128,Mazda,2017,Mazda
1129,Mazda,2018,Mazda
1130,Mazda,2019,Mazda
1131,Mazda,2020,Mazda
1132,Mazda,2021,Mazda
1133,Mazda,2022,Mazda
1134,Mazda,2023,Mazda
1135,Mazda,2024,Mazda
1136,Mazda,2025,Mazda
1137,McLaren,2013,Small and Medium OEM
1138,McLaren,2017,Small and Medium OEM
1139,McLaren,2019,Small and Medium OEM
1140,McLaren,2021,Small and Medium OEM
1141,Mercedes-Benz,2020,Daimler Group
1142,Mercedes-Benz,2021,Daimler Group
1143,Mercedes-Benz,2022,Mercedes-Benz Group
1144,Mercedes-Benz,2023,Mercedes-Benz Group
1145,Mercedes-Benz,2024,Mercedes-Benz Group
1146,Mercedes-Benz,2025,Mercedes-Benz Group
1147,Mianyang Huarui,2016,Small and Medium OEM
1148,Mianyang Huarui,2017,Small and Medium OEM
1149,Mianyang Huarui,2018,Small and Medium OEM
1150,Mitsubishi,2008,Mitsubishi
1151,Mitsubishi,2009,Mitsubishi
1152,Mitsubishi,2010,Mitsubishi
1153,Mitsubishi,2011,Mitsubishi
1154,Mitsubishi,2012,Mitsubishi
1155,Mitsubishi,2013,Mitsubishi
1156,Mitsubishi,2014,Mitsubishi
1157,Mitsubishi,2015,Mitsubishi
1158,Mitsubishi,2016,Mitsubishi
1159,Mitsubishi,2017,Mitsubishi
1160,Mitsubishi,2018,Mitsubishi
1161,Mitsubishi,2019,Mitsubishi
1162,Mitsubishi,2020,Mitsubishi
1163,Mitsubishi,2021,Mitsubishi
1164,Mitsubishi,2022,Mitsubishi
1165,Mitsubishi,2023,Mitsubishi
1166,Mitsubishi,2024,Mitsubishi
1167,Mitsubishi,2025,Mitsubishi
1168,Mitsubishi Fuso,2009,Daimler Group
1169,Mitsubishi Fuso,2013,Daimler Group
1170,Mitsubishi Fuso,2018,Daimler Group
1171,Mitsubishi Fuso,2022,Daimler Group
1172,NETA,2018,Hozon Auto
1173,NETA,2020,Hozon Auto
1174,NETA,2021,Hozon Auto
1175,NETA,2022,Hozon Auto
1176,NETA,2023,Hozon Auto
1177,NETA,2024,Hozon Auto
1178,NIO,2018,NIO
1179,NIO,2020,NIO
1180,NIO,2021,NIO
1181,NIO,2022,NIO
1182,NIO,2023,NIO
1183,NIO,2024,NIO
1184,NIO,2025,NIO
1185,Nanjing Iveco,2017,Small and Medium OEM
1186,Nanjing Iveco,2018,Small and Medium OEM
1187,Nanjing Iveco,2019,Small and Medium OEM
1188,Nanjing Iveco,2020,Small and Medium OEM
1189,Nanjing Iveco,2021,Small and Medium OEM
1190,Nanjing Iveco,2022,Small and Medium OEM
1191,Nanjing Iveco,2023,Small and Medium OEM
1192,Nanjing Iveco,2024,Small and Medium OEM
1193,Nissan,2008,Nissan
1194,Nissan,2009,Nissan
1195,Nissan,2010,Nissan
1196,Nissan,2011,Nissan
1197,Nissan,2012,Nissan
1198,Nissan,2013,Nissan
1199,Nissan,2014,Nissan
1200,Nissan,2015,Nissan
1201,Nissan,2016,Nissan
1202,Nissan,2017,Nissan
1203,Nissan,2018,Nissan
1204,Nissan,2019,Nissan
1205,Nissan,2020,Nissan
1206,Nissan,2021,Nissan
1207,Nissan,2022,Nissan
1208,Nissan,2023,Nissan
1209,Nissan,2024,Nissan
1210,Nissan,2025,Nissan
1211,Opel,2008,GM Group
1212,Opel,2009,GM Group
1213,Opel,2010,GM Group
1214,Opel,2011,GM Group
1215,Opel,2012,GM Group
1216,Opel,2013,GM Group
1217,Opel,2014,GM Group
1218,Opel,2015,GM Group
1219,Opel,2016,GM Group
1220,Opel,2017,GM Group
1221,Opel,2020,PSA
1222,Opel,2021,Stellantis
1223,Opel,2022,Stellantis
1224,Opel,2023,Stellantis
1225,Opel,2024,Stellantis
1226,Perodua,2016,Perodua
1227,Peterbilt,2021,Paccar
1228,Peugeot,2008,PSA
1229,Peugeot,2009,PSA
1230,Peugeot,2010,PSA
1231,Peugeot,2011,PSA
1232,Peugeot,2012,PSA
1233,Peugeot,2013,PSA
1234,Peugeot,2014,PSA
1235,Peugeot,2015,PSA
1236,Peugeot,2016,PSA
1237,Peugeot,2017,PSA
1238,Peugeot,2018,PSA
1239,Peugeot,2019,PSA
1240,Peugeot,2020,PSA
1241,Peugeot,2021,Stellantis
1242,Peugeot,2022,Stellantis
1243,Peugeot,2023,Stellantis
1244,Peugeot,2024,Stellantis
1245,Polestar,2019,Geely Holding Group
1246,Polestar,2020,Geely Holding Group
1247,Polestar,2021,Geely Holding Group
1248,Polestar,2023,Geely Holding Group
1249,Polestar,2024,Geely Holding Group
1250,Porsche,2008,VW Group
1251,Porsche,2009,VW Group
1252,Porsche,2010,VW Group
1253,Porsche,2011,VW Group
1254,Porsche,2012,VW Group
1255,Porsche,2013,VW Group
1256,Porsche,2014,VW Group
1257,Porsche,2015,VW Group
1258,Porsche,2016,VW Group
1259,Porsche,2017,VW Group
1260,Porsche,2018,VW Group
1261,Porsche,2019,VW Group
1262,Porsche,2020,VW Group
1263,Porsche,2021,VW Group
1264,Porsche,2022,VW Group
1265,Porsche,2024,VW Group
1266,Porsche,2025,VW Group
1267,Proton,2016,Proton
1268,Qiantu Motor,2018,Small and Medium OEM
1269,Qoros,2014,Small and Medium OEM
1270,Qoros,2015,Small and Medium OEM
1271,Qoros,2016,Small and Medium OEM
1272,Qoros,2017,Small and Medium OEM
1273,Qoros,2018,Small and Medium OEM
1274,Qoros,2019,Small and Medium OEM
1275,Qoros,2020,Small and Medium OEM
1276,Ram Trucks,2008,FCA
1277,Ram Trucks,2009,FCA
1278,Ram Trucks,2012,FCA
1279,Ram Trucks,2013,FCA
1280,Ram Trucks,2014,FCA
1281,Ram Trucks,2015,FCA
1282,Ram Trucks,2017,FCA
1283,Ram Trucks,2018,FCA
1284,Ram Trucks,2019,FCA
1285,Ram Trucks,2020,FCA
1286,Ram Trucks,2021,Stellantis
1287,Ram Trucks,2022,Stellantis
1288,Ram Trucks,2023,Stellantis
1289,Ram Trucks,2024,Stellantis
1290,Renault,2008,Renault
1291,Renault,2009,Renault
1292,Renault,2011,Renault
1293,Renault,2012,Renault
1294,Renault,2013,Renault
1295,Renault,2014,Renault
1296,Renault,2015,Renault
1297,Renault,2016,Renault
1298,Renault,2017,Renault
1299,Renault,2018,Renault
1300,Renault,2019,Renault
1301,Renault,2020,Renault
1302,Renault,2021,Renault
1303,Renault,2022,Renault
1304,Renault,2023,Renault
1305,Renault,2024,Renault
1306,Renault,2025,Renault
1307,Renault Brilliance JINBEI,2019,Brilliance Automobile Group
1308,Renault Brilliance JINBEI,2020,Brilliance Automobile Group
1309,Renault Brilliance JINBEI,2021,Brilliance Automobile Group
1310,Renault Korea,2022,Renault
1311,Renault Samsung,2013,Renault
1312,Renault Samsung,2014,Renault
1313,Renault Samsung,2018,Renault
1314,Rising Auto,2021,SAIC Group
1315,Rising Auto,2023,SAIC Group
1316,Rising Auto,2024,SAIC Group
1317,Rivian,2022,Small and Medium OEM
1318,Rivian,2023,Small and Medium OEM
1319,Rivian,2024,Small and Medium OEM
1320,Rivian,2025,Small and Medium OEM
1321,Rolls-Royce,2008,BMW
1322,Rolls-Royce,2009,BMW
1323,Rolls-Royce,2012,BMW
1324,Rolls-Royce,2013,BMW
1325,Rolls-Royce,2015,BMW
1326,Rolls-Royce,2016,BMW
1327,Rolls-Royce,2017,BMW
1328,Rolls-Royce,2018,BMW
1329,Rolls-Royce,2019,BMW
1330,Rolls-Royce,2021,BMW
1331,Rolls-Royce,2022,BMW
1332,Rolls-Royce,2023,BMW
1333,Rolls-Royce,2024,BMW
1334,Ruichi,2025,Seres Group
1335,SAIC GM,2013,SAIC Group
1336,SAIC GM,2014,SAIC Group
1337,SAIC GM,2015,SAIC Group
1338,SAIC GM,2016,SAIC Group
1339,SAIC GM,2017,SAIC Group
1340,SAIC GM,2018,SAIC Group
1341,SAIC GM,2019,SAIC Group
1342,SAIC GM,2020,SAIC Group
1343,SAIC GM,2021,SAIC Group
1344,SAIC GM,2022,SAIC Group
1345,SAIC GM,2023,SAIC Group
1346,SAIC GM,2024,SAIC Group
1347,SAIC GM,2025,SAIC Group
1348,SAIC GM Wuling,2012,GM Group
1349,SAIC GM Wuling,2013,GM Group
1350,SAIC GM Wuling,2014,GM Group
1351,SAIC GM Wuling,2015,GM Group
1352,SAIC GM Wuling,2016,GM Group
1353,SAIC GM Wuling,2017,GM Group
1354,SAIC GM Wuling,2018,GM Group
1355,SAIC GM Wuling,2019,GM Group
1356,SAIC GM Wuling,2020,GM Group
1357,SAIC GM Wuling,2021,GM Group
1358,SAIC GM Wuling,2022,GM Group
1359,SAIC GM Wuling,2023,GM Group
1360,SAIC GM Wuling,2024,GM Group
1361,SAIC GM Wuling,2025,GM Group
1362,SAIC Maxus,2017,SAIC Group
1363,SAIC Maxus,2018,SAIC Group
1364,SAIC Maxus,2019,SAIC Group
1365,SAIC Maxus,2020,SAIC Group
1366,SAIC Maxus,2021,SAIC Group
1367,SAIC Maxus,2022,SAIC Group
1368,SAIC Maxus,2023,SAIC Group
1369,SAIC Maxus,2024,SAIC Group
1370,SAIC Maxus,2025,SAIC Group
1371,SAIC Passenger Vehicle,2012,SAIC Group
1372,SAIC Passenger Vehicle,2013,SAIC Group
1373,SAIC Passenger Vehicle,2014,SAIC Group
1374,SAIC Passenger Vehicle,2015,SAIC Group
1375,SAIC Passenger Vehicle,2016,SAIC Group
1376,SAIC Passenger Vehicle,2017,SAIC Group
1377,SAIC Passenger Vehicle,2018,SAIC Group
1378,SAIC Passenger Vehicle,2019,SAIC Group
1379,SAIC Passenger Vehicle,2020,SAIC Group
1380,SAIC Passenger Vehicle,2021,SAIC Group
1381,SAIC Passenger Vehicle,2022,SAIC Group
1382,SAIC Passenger Vehicle,2023,SAIC Group
1383,SAIC Passenger Vehicle,2024,SAIC Group
1384,SAIC Passenger Vehicle,2025,SAIC Group
1385,SAIC Volkswagen,2015,SAIC Group
1386,SAIC Volkswagen,2016,SAIC Group
1387,SAIC Volkswagen,2017,SAIC Group
1388,SAIC Volkswagen,2018,SAIC Group
1389,SAIC Volkswagen,2019,SAIC Group
1390,SAIC Volkswagen,2020,SAIC Group
1391,SAIC Volkswagen,2021,SAIC Group
1392,SAIC Volkswagen,2022,SAIC Group
1393,SAIC Volkswagen,2023,SAIC Group
1394,SAIC Volkswagen,2024,SAIC Group
1395,SEAT,2008,VW Group
1396,SEAT,2009,VW Group
1397,SEAT,2010,VW Group
1398,SEAT,2011,VW Group
1399,SEAT,2012,VW Group
1400,SEAT,2016,VW Group
1401,SEAT,2017,VW Group
1402,SEAT,2019,VW Group
1403,SEAT,2020,VW Group
1404,SEAT,2021,VW Group
1405,SEAT,2022,VW Group
1406,SEAT,2023,VW Group
1407,SEAT,2024,VW Group
1408,SEAT,2025,VW Group
1409,SERES,2023,Seres Group
1410,SERES,2024,Seres Group
1411,SINOTRUK,2021,Small and Medium OEM
1412,SINOTRUK,2022,Small and Medium OEM
1413,SINOTRUK,2025,Small and Medium OEM
1414,SITECH,2019,FAW (China FAW Group Corp.)
1415,SITECH,2020,FAW (China FAW Group Corp.)
1416,Saab,2008,GM Group
1417,Saab,2009,GM Group
1418,Saab,2010,Small and Medium OEM
1419,Saab,2012,Small and Medium OEM
1420,Saleen,2019,Small and Medium OEM
1421,Scania,2022,VW Group
1422,Shanghai GM,2010,SAIC Group
1423,Shanghai GM,2011,SAIC Group
1424,Shanghai GM,2012,SAIC Group
1425,Shanghai GM,2013,SAIC Group
1426,Shanghai GM,2014,SAIC Group
1427,Shanghai GM,2015,SAIC Group
1428,Shanghai GM,2016,SAIC Group
1429,Shanghai GM,2017,SAIC Group
1430,Shanghai GM,2018,SAIC Group
1431,Shanghai GM,2019,SAIC Group
1432,Shanghai GM,2021,SAIC Group
1433,Shanghai GM,2022,SAIC Group
1434,Shanghai GM Wuling,2014,GM Group
1435,Shanghai Volkswagen,2012,SAIC Group
1436,Shanghai Volkswagen,2013,SAIC Group
1437,Shanghai Volkswagen,2014,SAIC Group
1438,Shineray,2023,Small and Medium OEM
1439,Shineray,2024,Small and Medium OEM
1440,Sinogold,2017,Small and Medium OEM
1441,Skoda,2008,VW Group
1442,Skoda,2009,VW Group
1443,Skoda,2011,VW Group
1444,Skoda,2012,VW Group
1445,Skoda,2013,VW Group
1446,Skoda,2014,VW Group
1447,Skoda,2015,VW Group
1448,Skoda,2016,VW Group
1449,Skoda,2017,VW Group
1450,Skoda,2018,VW Group
1451,Skoda,2019,VW Group
1452,Skoda,2020,VW Group
1453,Skoda,2021,VW Group
1454,Skoda,2022,VW Group
1455,Skoda,2023,VW Group
1456,Skoda,2024,VW Group
1457,Skoda,2025,VW Group
1458,Skywell,2021,Small and Medium OEM
1459,Skywell,2023,Small and Medium OEM
1460,Skywell,2024,Small and Medium OEM
1461,Soueast,2012,FJMG
1462,Soueast,2013,FJMG
1463,Soueast,2015,FJMG
1464,Soueast,2016,FJMG
1465,Soueast,2017,FJMG
1466,Soueast,2018,FJMG
1467,Soueast,2019,FJMG
1468,Soueast,2020,FJMG
1469,Soueast,2021,FJMG
1470,Soueast,2022,FJMG
1471,SsangYong,2014,Mahindra & Mahindra
1472,SsangYong,2015,Mahindra & Mahindra
1473,SsangYong,2017,Mahindra & Mahindra
1474,SsangYong,2018,Mahindra & Mahindra
1475,SsangYong,2019,Mahindra & Mahindra
1476,SsangYong,2020,Mahindra & Mahindra
1477,SsangYong,2021,Mahindra & Mahindra
1478,SsangYong,2022,Mahindra & Mahindra
1479,Subaru,2008,Subaru
1480,Subaru,2010,Subaru
1481,Subaru,2011,Subaru
1482,Subaru,2012,Subaru
1483,Subaru,2013,Subaru
1484,Subaru,2014,Subaru
1485,Subaru,2015,Subaru
1486,Subaru,2016,Subaru
1487,Subaru,2017,Subaru
1488,Subaru,2018,Subaru
1489,Subaru,2019,Subaru
1490,Subaru,2020,Subaru
1491,Subaru,2021,Subaru
1492,Subaru,2022,Subaru
1493,Subaru,2023,Subaru
1494,Subaru,2024,Subaru
1495,Subaru,2025,Subaru
1496,Suzuki,2008,Suzuki
1497,Suzuki,2009,Suzuki
1498,Suzuki,2010,Suzuki
1499,Suzuki,2011,Suzuki
1500,Suzuki,2012,Suzuki
1501,Suzuki,2013,Suzuki
1502,Suzuki,2014,Suzuki
1503,Suzuki,2015,Suzuki
1504,Suzuki,2016,Suzuki
1505,Suzuki,2017,Suzuki
1506,Suzuki,2018,Suzuki
1507,Suzuki,2019,Suzuki
1508,Suzuki,2020,Suzuki
1509,Suzuki,2021,Suzuki
1510,Suzuki,2022,Suzuki
1511,Suzuki,2023,Suzuki
1512,Suzuki,2024,Suzuki
1513,Suzuki,2025,Suzuki
1514,TH!NK GLOBAL,2012,Small and Medium OEM
1515,Tata,2008,Tata Group
1516,Tata,2009,Tata Group
1517,Tata,2012,Tata Group
1518,Tata,2013,Tata Group
1519,Tata,2015,Tata Group
1520,Tata,2017,Tata Group
1521,Tata,2018,Tata Group
1522,Tata,2019,Tata Group
1523,Tata,2020,Tata Group
1524,Tata,2021,Tata Group
1525,Tata,2022,Tata Group
1526,Tata,2023,Tata Group
1527,Tata,2024,Tata Group
1528,Tata,2025,Tata Group
1529,Tesla,2015,Tesla
1530,Tesla,2016,Tesla
1531,Tesla,2018,Tesla
1532,Tesla,2019,Tesla
1533,Tesla,2020,Tesla
1534,Tesla,2021,Tesla
1535,Tesla,2022,Tesla
1536,Tesla,2023,Tesla
1537,Tesla,2024,Tesla
1538,Tesla China,2019,Tesla
1539,Tesla China,2020,Tesla
1540,Tesla China,2021,Tesla
1541,Tesla China,2022,Tesla
1542,Tesla China,2023,Tesla
1543,Tesla China,2024,Tesla
1544,Tesla China,2025,Tesla
1545,Tianjin FAW Xiali,2012,FAW (China FAW Group Corp.)
1546,Tianjin FAW Xiali,2013,FAW (China FAW Group Corp.)
1547,Tianjin FAW Xiali,2015,FAW (China FAW Group Corp.)
1548,Tianjin FAW Xiali,2016,FAW (China FAW Group Corp.)
1549,Tianjin FAW Xiali,2017,FAW (China FAW Group Corp.)
1550,Tianjin FAW Xiali,2018,FAW (China FAW Group Corp.)
1551,Toyota,2008,Toyota Group
1552,Toyota,2009,Toyota Group
1553,Toyota,2010,Toyota Group
1554,Toyota,2011,Toyota Group
1555,Toyota,2012,Toyota Group
1556,Toyota,2013,Toyota Group
1557,Toyota,2014,Toyota Group
1558,Toyota,2015,Toyota Group
1559,Toyota,2016,Toyota Group
1560,Toyota,2017,Toyota Group
1561,Toyota,2018,Toyota Group
1562,Toyota,2019,Toyota Group
1563,Toyota,2020,Toyota Group
1564,Toyota,2021,Toyota Group
1565,Toyota,2022,Toyota Group
1566,Toyota,2023,Toyota Group
1567,Toyota,2024,Toyota Group
1568,Toyota,2025,Toyota Group
1569,Traum,2018,Zotye Holding Group
1570,UAZ,2018,Sollers Group
1571,UAZ,2023,Sollers Group
1572,UAZ,2024,Sollers Group
1573,UD Trucks,2022,Volvo Trucks Group
1574,Uz-Daewoo,2014,GM Group
1575,VDL Bus & Coach,2023,VDL Group
1576,VOYAH Motor,2021,Dongfeng
1577,VOYAH Motor,2023,Dongfeng
1578,VOYAH Motor,2024,Dongfeng
1579,Victory Automobile,2019,Small and Medium OEM
1580,VinFast,2019,Small and Medium OEM
1581,VinFast,2021,Small and Medium OEM
1582,Volkswagen,2008,Small and Medium OEM
1583,Volkswagen,2009,Small and Medium OEM
1584,Volkswagen,2010,Small and Medium OEM
1585,Volkswagen,2011,Small and Medium OEM
1586,Volkswagen,2012,Small and Medium OEM
1587,Volkswagen,2013,Small and Medium OEM
1588,Volkswagen,2014,Small and Medium OEM
1589,Volkswagen,2015,Small and Medium OEM
1590,Volkswagen,2016,Small and Medium OEM
1591,Volkswagen,2017,Small and Medium OEM
1592,Volkswagen,2018,Small and Medium OEM
1593,Volkswagen,2019,Small and Medium OEM
1594,Volkswagen,2020,Small and Medium OEM
1595,Volkswagen,2021,Small and Medium OEM
1596,Volkswagen,2022,Small and Medium OEM
1597,Volkswagen,2023,Small and Medium OEM
1598,Volkswagen,2024,Small and Medium OEM
1599,Volkswagen,2025,Small and Medium OEM
1600,Volkswagen Anhui,2024,Small and Medium OEM
1601,Volta Trucks,2023,Small and Medium OEM
1602,Volvo Cars,2008,Ford Group
1603,Volvo Cars,2009,Ford Group
1604,Volvo Cars,2011,Geely Holding Group
1605,Volvo Cars,2012,Geely Holding Group
1606,Volvo Cars,2014,Geely Holding Group
1607,Volvo Cars,2015,Geely Holding Group
1608,Volvo Cars,2016,Geely Holding Group
1609,Volvo Cars,2017,Geely Holding Group
1610,Volvo Cars,2018,Geely Holding Group
1611,Volvo Cars,2019,Geely Holding Group
1612,Volvo Cars,2020,Geely Holding Group
1613,Volvo Cars,2021,Geely Holding Group
1614,Volvo Cars,2022,Geely Holding Group
1615,Volvo Cars,2023,Geely Holding Group
1616,Volvo Cars,2024,Geely Holding Group
1617,Volvo Cars Asia Pacific,2013,Geely Holding Group
1618,Volvo Cars Asia Pacific,2015,Geely Holding Group
1619,Volvo Cars Asia Pacific,2017,Geely Holding Group
1620,Volvo Cars Asia Pacific,2018,Geely Holding Group
1621,Volvo Cars Asia Pacific,2019,Geely Holding Group
1622,Volvo Cars Asia Pacific,2020,Geely Holding Group
1623,Volvo Cars Asia Pacific,2021,Geely Holding Group
1624,Volvo Cars Asia Pacific,2022,Geely Holding Group
1625,Volvo Cars Asia Pacific,2023,Geely Holding Group
1626,Volvo Cars Asia Pacific,2024,Geely Holding Group
1627,Volvo Trucks,2024,Volvo Trucks Group
1628,WM Motor,2019,Small and Medium OEM
1629,WM Motor,2020,Small and Medium OEM
1630,WM Motor,2021,Small and Medium OEM
1631,WM Motor,2022,Small and Medium OEM
1632,Weichai (Chongqing),2014,Small and Medium OEM
1633,Weichai (Chongqing),2016,Small and Medium OEM
1634,Weichai (Chongqing),2017,Small and Medium OEM
1635,Weichai (Chongqing),2018,Small and Medium OEM
1636,Weichai (Chongqing),2019,Small and Medium OEM
1637,Weichai (Chongqing),2020,Small and Medium OEM
1638,Wrightbus,2024,Small and Medium OEM
1639,Xiaomi,2024,Small and Medium OEM
1640,Xiaomi,2025,Small and Medium OEM
1641,Xpeng,2017,Xpeng
1642,Xpeng,2021,Xpeng
1643,Xpeng,2022,Xpeng
1644,Xpeng,2023,Xpeng
1645,Xpeng,2024,Xpeng
1646,Xpeng,2025,Xpeng
1647,Yema,2015,Small and Medium OEM
1648,Yema,2016,Small and Medium OEM
1649,Yema,2017,Small and Medium OEM
1650,Yema,2018,Small and Medium OEM
1651,Yema,2019,Small and Medium OEM
1652,Yema,2020,Small and Medium OEM
1653,Yema,2021,Small and Medium OEM
1654,Yudo New Energy,2018,FJMG
1655,Yudo New Energy,2019,FJMG
1656,Yudo New Energy,2021,FJMG
1657,Yueda Kia,2023,Small and Medium OEM
1658,Yueda Kia,2024,Small and Medium OEM
1659,Yulon,2020,Yulon Group
1660,Yulon,2024,Yulon Group
1661,ZEDRIV,2020,Small and Medium OEM
1662,Zhejiang Youngman Passenger Car,2014,Small and Medium OEM
1663,Zhejiang Youngman Passenger Car,2016,Small and Medium OEM
1664,Zhejiang Youngman Passenger Car,2018,Small and Medium OEM
1665,Zhengzhou Nissan,2012,Dongfeng
1666,Zhengzhou Nissan,2013,Dongfeng
1667,Zhengzhou Nissan,2014,Dongfeng
1668,Zhengzhou Nissan,2015,Dongfeng
1669,Zhengzhou Nissan,2016,Dongfeng
1670,Zhengzhou Nissan,2017,Dongfeng
1671,Zhengzhou Nissan,2018,Dongfeng
1672,Zhengzhou Nissan,2019,Dongfeng
1673,Zhengzhou Nissan,2020,Dongfeng
1674,Zhengzhou Nissan,2021,Dongfeng
1675,Zhengzhou Nissan,2022,Dongfeng
1676,Zhengzhou Nissan,2023,Dongfeng
1677,Zhengzhou Nissan,2024,Dongfeng
1678,Zhido,2017,Small and Medium OEM
1679,Zhido,2018,Small and Medium OEM
1680,Zhido,2024,Small and Medium OEM
1681,Zhongxing,2014,Small and Medium OEM
1682,Zhongxing,2015,Small and Medium OEM
1683,Zhongxing,2019,Small and Medium OEM
1684,Zhongxing,2020,Small and Medium OEM
1685,Zotye,2013,Zotye Holding Group
1686,Zotye,2014,Zotye Holding Group
1687,Zotye,2015,Zotye Holding Group
1688,Zotye,2016,Zotye Holding Group
1689,Zotye,2017,Zotye Holding Group
1690,Zotye,2018,Zotye Holding Group
1691,Zotye,2019,Zotye Holding Group
1692,Zotye,2020,Zotye Holding Group
1693,smart,2011,Daimler Group
1694,smart,2012,Daimler Group
1695,smart,2014,Daimler Group
1696,smart,2016,Daimler Group
1697,smart,2017,Daimler Group
1698,smart,2018,Daimler Group
1699,smart,2019,Daimler Group
1700,smart,2020,Daimler Group
1701,smart,2023,Mercedes-Benz Group
1702,smart,2024,Mercedes-Benz Group
