supplier_id,supplier_name,parent_company
411,"Faurecia Emissions Control Technologies Development (Shanghai) Co., Ltd.",Faurecia
412,"Faurecia Exhaust Mexicana, S.A. de C.V.",Faurecia
413,"Faurecia Exhaust Systems Changchun Co., Ltd.",Faurecia
414,Faurecia Exhaust Systems s.r.o.,Faurecia
415,"Faurecia Honghu Exhaust Systems Shanghai Co., Ltd.",Faurecia
416,"Faurecia Tongda Exhaust System (Wuhan) Co., Ltd.",Faurecia
417,"Fawer Automotive Parts Co., Ltd. Pump Branch Company",Fawer
418,"Fawer Y-Tec Automotive Chassis System Co., Ltd. (Formerly Changchun Tower Golden Ring Automotive Products Co. Ltd.)",Fawer
419,"Federal-Mogul (China) Co., Ltd.",Federal-Mogul
420,Federal-Mogul Automotive Products India Pvt. Ltd (Formerly Federal-Mogul Goetze India),Federal-Mogul
421,Federal-Mogul Bremsbelag GmbH (Formerly Honeywell Friction Materials Germany GmbH),Federal-Mogul
422,Federal-Mogul Corporation Pistons,Federal-Mogul
423,Federal-Mogul Holdings LLC,Federal-Mogul
424,Federal-Mogul Wiesbaden GmbH,Federal-Mogul
425,"Feilong Auto Components Co., Ltd. (Formerly Henan Xixia Auto Water Pump Co., Ltd.)",
426,"Figure Intelligent Technology Co., Ltd.",
427,"FinDreams Powertrain Co., Ltd.",FinDreams
428,"FinDreams Technology Co., Ltd.",FinDreams
429,"Fine Sinter Co., Ltd.",
430,"Firestone Industrial Products Company, LLC",
431,Fleetwood Metal Industries Inc.,
432,Flex-N-Gate Corporation,Flex N Gate
433,Flex-N-Gate S.A.S.U.,Flex N Gate
434,Foma S.p.A.,
435,Ford,Ford
436,"Foshan Fengfu Auto Parts Co., Ltd.",
437,"Foshan J.B. Automotive Products Co., Ltd.",
438,"Foshan Kanemitsu Automoive Parts Co., Ltd.",
439,"Foton ZF LCV Automated Transmission (Jiaxing) Co., Ltd.",Foton
440,"Fox Factory, Inc. - Gainesville Facility",
441,Frenos y Mecanismos S.A. de C.V. - PLant 1 & 2,
442,Freudenberg SE,Freudenberg Sealing Technologies
443,Freudenberg Sealing Technologies AG,Freudenberg Sealing Technologies
444,Freudenberg Sealing Technologies GmbH & Co. KG,Freudenberg Sealing Technologies
445,Freudenberg-NOK Sealing Technologies,Freudenberg Sealing Technologies
446,Friedrich Boysen GmbH & Co. KG,
447,Fritz Winter Eisengie?erei GmbH & Co. KG - Stadtallendorf,
448,"Fuji Machinery Co., Ltd.",
449,"Fujian Zhaori Environmental Science and Technology Development Co., Ltd.",
450,"Fujiwa Machinery Industry (Kunshan) Co., Ltd.",
451,"Fukai MFG Co., Ltd.",
452,"Fulin Precision Co., Ltd. (Formerly Mianyang Fulin Precision Co., Ltd.)",
453,"Futaba Czech, S.R.O.",Futaba
454,"Futaba Industrial Co., Ltd.",Futaba
455,"Futaba Kogyo Co., Ltd.",Futaba
456,"Fuxin Dare Automotive Parts Co., Ltd.",
457,"Fuxin Lanye Technology Co., Ltd.",
458,"Fuzhou Ibara Lioho Machinery Co., Ltd.",
459,"G-One Auto Parts de Mexico, S.A. de C.V.",
460,"G-TEKT (Thailand) Co.,Ltd.",G-TEKT
461,"G-TEKT Eastern Co., Ltd. (G-TEC)",G-TEKT
462,"GAC Aisin Automatic Transmission Co., Ltd.",GAC Group
463,"GAC Toyota Engine Co., Ltd.",GAC Group
464,GEIGER Automotive GmbH,
465,GETRAG Transmission Manufacturing de Mexico S.A de C.A (Formerly GETRAG Americas GmbH),
466,"GF Casting Solutions Kunshan Co., Ltd.",
467,GF Linamar LLC,
468,GH Auto Parts Industries Inc.,
469,"GKN Driveline (Thailand) Co., Ltd.",GKN
470,GKN Driveline Tochigi Holdings KK,GKN
471,"GKN Sinter Metals, LLC",GKN
472,GM,
473,GMB Korea Corp.,GMB
474,GMB Romania Auto Industry S.R.L.,GMB
475,Gabriel India Ltd.,
476,"Ganzhou Jingwei Science & Technology Co., Ltd.",
477,Garrett Motion Inc. (Formerly Honeywell Turbo Technologies Inc.),Garrett Motion
478,"Garrett Motion Technology (Wuhan) Co., Ltd. (Formerly Honeywell Turbo Technologies (Wuhan) Co., Ltd.)",Garrett Motion
479,Gates Corporation,
480,Gebauer & Griller Kabelwerke GmbH,
481,Gedia Gebrueder Dingerkus GmbH,
482,Gentherm Pr?zision SE,
483,Georg Fischer AG,
484,"Gestamp Auto Components (Shenyang) Co., Ltd.",Gestamp
485,Gestamp Automocion S.A.,Gestamp
486,"Gestamp Automotive Chongqing Co., Ltd.",Gestamp
487,"Gestamp Automotive Kunshan Co., Ltd.",Gestamp
488,Gestamp North America,Gestamp
489,Gestamp Severstal Vsevolozhsk St. Petersburg,Gestamp
490,Gestamp South Carolina LLC,Gestamp
491,"Gestamp West Virginia, LLC",Gestamp
492,Gibbs Die Casting Corporation,
493,"Global Technology Co., Ltd.",
494,Great Wall,Great Wall
495,Great Wall - Xushui Branch,Great Wall
496,"GreatWall Motors Co., Ltd. Tianjin Transmission Development",Great Wall
497,"Grede Holdings LLC - Brewton, AL",
498,"GuangDong PaiSheng Intelligent Technology Co.,Ltd. (Formerly Guangdong Hongteo Technology Co., Ltd.)",
499,"Guangdong Hongtu Technology (Holdings) Co., Ltd.",
500,"Guangdong Zhaoqing Power Accessories Co., Ltd.",
501,Guangzhou Ahresty Casting Co. Ltd.,Ahresty
502,"Guangzhou Daonuo Electronic Technology Co., Ltd.",Guangzhou
503,"Guangzhou Futaba Auto Parts Co., Ltd.",Futaba
504,"Guangzhou Huade Automobile Spring Co., Ltd. Zhengzhou Branch",Guangzhou
505,"Guangzhou Nidec Auto Drive System Co., Ltd.",Guangzhou
506,"Guangzhou Qisheng Powertrain Co., Ltd.",Guangzhou
507,"Guangzhou Ruili Kormee Automotive Electronic Co., Ltd. (Formerly Guangzhou Kormee Vehicle Brake Technology Development Co., Ltd.)",Ruili
508,"Guangzhou SANGO  Automotive Parts Co., Ltd.",Sango
509,"Guilin Fuda Co., Ltd.",
510,"H-ONE Co., Ltd.",H-ONE
511,"H-ONE India Pvt., Ltd.",H-ONE
512,"H-ONE Parts (Thailand) Co., Ltd.",H-ONE
513,"H-ONE Parts Sriracha Co., Ltd.",H-ONE
514,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)",SAIC Motor Group
515,"HASCO Powertrain Components System (Shanghai) Co., Ltd.(Formerly Shanghai Sachs Powertrain Components Systems Co., Ltd.)",SAIC Motor Group
516,"HASCO Powertrain Components Systems (Shanghai) Co., Ltd. Liuzhou Branch (Formerly Shanghai Sachs Powertrain Components Systems Co., Ltd. Liuzhou Branch)",SAIC Motor Group
517,"HL Mando (Beijing) Automotive System Co., Ltd. (Formerly Mando (Beijing) Automotive Chassis System Co.,Ltd.)",HL Mando
518,"HL Mando (Ningbo) Automotive System Co., Ltd. (Formerly Mando (Ningbo) Automotive Parts Co., Ltd.)",HL Mando
519,"HL Mando (Suzhou) Automotive System Co., Ltd. (Formerly Mando Suzhou Chassis System Co., Ltd.)",HL Mando
520,HL Mando America Corporation - Alabama (Formerly Mando America Corporation - Alabama),HL Mando
521,HL Mando America Corporation - Georgia (Formerly Mando (Georgia) 1 America Corporation),HL Mando
522,HL Mando Anand India Private Limited (Formerly HL Mando Automotive India Private Limited),HL Mando
523,HL Mando Corporation (Formerly Mando Corporation),HL Mando
524,HL Mando Corporation Mexico SA de CV (Formerly Mando Corporation Mexico SA de CV),HL Mando
525,HL Mando R&D America Corporation (Formerly Mando America Corporation - Detroit),HL Mando
526,HOERBIGER Automotive Comfort Systems LLC -Alabama,Hoerbiger
527,HORSE Aveiro,
528,"Haikou Tongda Exhaust System Co., Ltd.",
529,"Hamana Parts Industry Co., Ltd.",
530,"Hangzhou Hangcheng Friction Material Co., Ltd.",
531,"Hangzhou Iveco Automobile Transmission Technology Co., Ltd.",
532,"Hangzhou Jiantai Machinery Co., Ltd.",
533,"Hangzhou New Shibao Electric Power Steering System Co., Ltd.",
534,"Hanon Systems (Dalian) Co., Ltd.",Hanon Systems
535,Hanon Systems (Formerly Halla Visteon Climate Control),Hanon Systems
536,Hanon Systems Plovdiv EOOD (Fromerly Magna Powertrain Plovdiv Eood),Hanon Systems
537,"Hanya Seisakusho Co., Ltd.",
538,Happy Product Inc.,
539,"Harbin Airui Emissions Control Technology Co., Ltd. (Formerly Harbin Airui Automotive Exhaust Systems Co., Ltd.)",Airui
540,"Harbin Airui Environmental Protection Technology Co., Ltd.",Airui
541,"Harbin Dongan Auto Engine Co., Ltd.",Dongan
542,"Harbin Dongan Automotive Engine Manufacturing Co., Ltd.",Dongan
543,"Harbin Hafei Transmission Shaft Co., Ltd.",
544,Hebei Changan,
545,"Hebei Dongan Precision Manufacturing Co., Ltd.",Dongan
546,"Hebei Dongta Auto Parts Co., Ltd.",
547,"Hebei Lida Metal Products Group Co., Ltd. (Formerly Hebei Leader Metal Products Co., Ltd.)",
548,"Hefei Ahresty Casting Co., Ltd.",Ahresty
549,"Hefei Gotion High-tech Power Energy Co., Ltd. (Formerly Hefei Guoxuan High-tech Power Energy Co., Ltd.)",Hefei
550,"Hella Changchun Tooling Co., Ltd.",Hella
551,Hella GmbH & Co. KGaA (FORVIA HELLA),Hella
552,Hella Pagid GmbH,Hella
553,"Hella Shanghai Electronics Co., Ltd.",Hella
554,"Heritage Products, Inc.",
555,Hewland Engineering Ltd.,
556,Hirosei (Thailand) Ltd.,
557,"Hiroshima Aluminum Industry Co., Ltd.",
558,"Hiroshima Seimitsu Kogyo Co., Ltd.",
559,Hirotec Corporation,Hirotec
560,"Hirotec Manufacturing (Thailand) Co., Ltd.",Hirotec
561,Hirotec Manufacturing Deutschland GmbH,Hirotec
562,"Hirotec Mexico, S.A.de C.V.",Hirotec
563,Hirschvogel Aluminium GmbH,Hirschvogel
564,"Hirschvogel Automotive Components (Pinghu) Co., Ltd.",Hirschvogel
565,Hirschvogel Group (Hirschvogel Holding GmbH),Hirschvogel
566,Hirschvogel Komponenten GmbH,Hirschvogel
567,"Hiruta And Summit Co., Ltd.",Hiruta
568,"Hiruta Kogyo Co., Ltd.",Hiruta
569,"Hitachi Astemo Americas, Inc. (Formerly  Hitachi Automotive Systems Americas, Inc.)",Hitachi
570,"Hitachi Astemo Americas, Inc. - Berea Plant (Formerly Hitachi Automotive Systems Americas, Inc. - Berea Plant)",Hitachi
571,"Hitachi Astemo Americas, Inc. - Blanchester Plant (Formerly American Showa, Inc. - Blanchester Plant)",Hitachi
572,"Hitachi Astemo Americas, Inc. - Findlay Plant (Formerly Nissin Brake Ohio Inc.)",Hitachi
573,"Hitachi Astemo Asia Ltd. - Gateway plant (Formerly Hitachi Automotive Systems Asia, Ltd.)",Hitachi
574,Hitachi Astemo Automotive Powertrain Systems (Guangzhou) Ltd. (Formerly Hitachi Automotive Systems Products (Guangzhou) Ltd.),Hitachi
575,Hitachi Astemo Automotive Powertrain Systems (Shanghai) Ltd. (Formerly Hitachi Automotive Systems Products (Shanghai) Ltd.),Hitachi
576,"Hitachi Astemo Automotive Powertrain Technologies (Dongguan) Ltd. (Formerly Dongguan Keihin Engine Management System Co., Ltd.)",Hitachi
577,Hitachi Astemo Automotive Systems (China) Ltd. (Formerly Hitachi Automotive Systems (China) Ltd.),Hitachi
578,Hitachi Astemo Automotive Systems (Guangzhou) Ltd. (Formerly Hitachi Automotive Systems (Guangzhou) Ltd.),Hitachi
579,Hitachi Astemo Automotive Systems (Suzhou) Ltd. (Formerly Hitachi Automotive Systems (Suzhou) Ltd.),Hitachi
580,"Hitachi Astemo Ayutthaya Ltd. (Formerly Keihin Auto Parts (Thailand) Co., Ltd.)",Hitachi
581,"Hitachi Astemo Brake Systems (Zhongshan) Ltd. (Formerly Nissin Brake Systems Zhongshan Co., Ltd.)",Hitachi
582,"Hitachi Astemo Canada, Inc. (Formerly Showa Canada Inc.)",Hitachi
583,"Hitachi Astemo Chassis Systems (Guangzhou) Ltd. (Formerly Guangzhou Showa Autoparts Co., Ltd.)",Hitachi
584,"Hitachi Astemo Chassis Systems (Guangzhou) Ltd. Wuhan Branch (Formerly Guangzhou Showa Autoparts Co., Ltd. Wuhan Branch)",Hitachi
585,"Hitachi Astemo Chassis Systems (Zhongshan) Ltd. (Formerly Zhongshan Nissin Industry Co., Ltd.)",Hitachi
586,"Hitachi Astemo Chassis?Systems (Suzhou) Ltd. (Formerly Tokico Automotive (Suzhou) Co., Ltd.)",Hitachi
587,"Hitachi Astemo Chonburi Auto Parts Ltd. (Formerly Showa Auto Parts (Thailand) Co., Ltd.)",Hitachi
588,"Hitachi Astemo Chonburi Manufacturing Ltd. (Formerly Summit Showa Manufacturing Co., Ltd.)",Hitachi
589,"Hitachi Astemo Korat Brake Systems Ltd. (Formerly Nissin Brake (Thailand) Co., Ltd.)",Hitachi
590,Hitachi Astemo Korat Ltd. (Formerly Tokico Thailand Ltd.),Hitachi
591,"Hitachi Astemo Mexico, S.A. de C.V. - Queretaro Plant (Formerly Hitachi Automotive Systems Mexico, S.A. de C.V.)",Hitachi
592,"Hitachi Astemo Ueda, Ltd. (Formerly Nissin Brake Systems Co., Ltd.)",Hitachi
593,"Hitachi Astemo, Ltd. (Formerly Hitachi Automotive Systems, Ltd.)",Hitachi
594,Hoerbiger Holding AG,Hoerbiger
595,"Hohsei Industrial Co., Ltd.",Hohsei
596,Honda,Honda
597,"Honda Auto Parts Manufacturing Co., Ltd.",Honda
598,"Honda Foundry (Asian) Co., Ltd.",Honda
599,"Honda Foundry Co., Ltd.",Honda
600,Howmet Aerospace Inc.,
601,"Huada Automotive Technology Co., Ltd.",
602,"Huahuan (Suzhou) Automotive Technology Co., Ltd.",
603,"Hubei Super Electric Motor Co., Ltd.",
604,"Hubei Yongzhe Hot Stamping Parts Co., Ltd.",
605,"Hudson Industries, Inc.",
606,Huf Huelsbeck & Fuerst GmbH & Co. KG,
607,"Huizhou Nippon Steel Forging Co., Ltd. (Formerly Huizhou Sumikin Forging Co., Ltd.)",
608,"Hunan Aibeihe Purification Technology Co., Ltd.",
609,"Hunan Jisheng International Power Transmission System Co., Ltd.",
610,"Hunan KDL Precision Industry Co., Ltd.",
611,"Hunan Meihu Intelligent Manufacturing Co., Ltd. (Formerly Hunan Oil Pump Co., Ltd.)",
612,Huron Inc.,
613,Hutchinson S.A.,Hutchinson
614,Hwashin America Corp.,Hwashin
615,"Hwashin Co., Ltd.",Hwashin
616,"Hwasin Precision Co.,Ltd.",
617,"HyUnion Holding Co., Ltd.(Formerly Qingdao Haili Metal One Co., Ltd.)",
618,Hyundai Kefico Corporation,Hyundai
619,"Hyundai Kefico M?xico, S. de R.L. de C.V.",Hyundai
620,"Hyundai Mobis Co., Ltd.",Hyundai
621,"Hyundai Transys (Shandong) Co., Ltd. (Formerly Hyundai Powertech (Shandong) Co., Ltd.)",Hyundai
622,"Hyundai Transys Georgia Seating System, LLC (Formerly Hyundai Dymos Georgia LLC)",Hyundai
623,"Hyundai Transys Inc. - Jigok Plant (Formerly Hyundai Powertech Co., Ltd.)",Hyundai
624,"Hyundai Transys Inc. - Seongyeon Plant (Formerly Hyundai Dymos, Inc.)",Hyundai
625,"Hyundai Transys Mexico Powertrain, S. de R.L. de C.V. (Formerly Hyundai Powertech Mexico S. de R.L. de C.V.)",Hyundai
626,Hyundai WIA Corporation (Formerly WIA Corporation),Hyundai
627,Hyundam America Inc.,Hyundam
628,"Hyundam Industrial Co., Ltd.",Hyundam
629,IHD Industries Pvt. Ltd.,
630,"ILJIN Global Co., Ltd.",
631,INDUSTRIAS GALFER S. A.,
632,"IT Forging (Thailand) Co., Ltd.",
633,"ITT High Precision Manufactured Products (Wuxi) Co., Ltd.",ITT
634,ITT Inc.,ITT
635,ITT Industries Friction Products S.R.L.,ITT
636,"Ichii Co., Ltd.",
637,"Ichitan Co., Ltd.",
638,"Ihara Manufacturing (Thailand) Co., Ltd.",
639,In-house Production at Daihatsu,Daihatsu
640,In-house Production at Hino,Hino
641,In-house Production at Honda,Honda
642,In-house Production at Mazda,Mazda
643,In-house Production at Mitsubishi,Mitsubishi
644,In-house Production at Nissan,Nissan
645,In-house Production at Suzuki,Suzuki
646,In-house Production at Toyota,Toyota
647,India Pistons Ltd.,
648,Industrie Saleri Italo S.p.A.,
649,Isuzu,
650,JATCO (Guangzhou) Automatic Transmission Ltd.,JATCO
651,JATCO France SAS,JATCO
652,JATCO Ltd.,JATCO
653,"JTEKT Automotive (Thailand) Co., Ltd.",JTEKT
654,"JTEKT Automotive (Tianjin) Co., Ltd.",JTEKT
655,"JTEKT Automotive Mexico, S.A. de C.V.�]JAMX)",JTEKT
656,"JTEKT Automotive North America, Inc. - Morristown Plant (Formerly JTEKT Automotive Tennessee - Morristown, Inc.)",JTEKT
657,"JTEKT Automotive North America, Inc. - Vonore Plant (Formerly JTEKT Automotive Tennessee-Vonore, Inc.)",JTEKT
658,"JTEKT Coating (Thailand) Co., Ltd. (Formerly CNK Manufacturing (Thailand) Co., Ltd.)",JTEKT
659,JTEKT Corporation,JTEKT
660,JTEKT Europe S.A.S.,JTEKT
661,JTEKT India Limited (Formerly Sona Koyo Steering Systems Ltd.),JTEKT
662,JTEKT India Limited - Bawai Plant (Formerly JTEKT Sona Automotive India Ltd.),JTEKT
663,JTEKT North America Corporation,JTEKT
664,JTEKT Sales Deutschland GmbH (Formerly Koyo Deutschland GmbH),JTEKT
665,"JTEKT Steering Systems (Xiamen) Co., Ltd.",JTEKT
666,"JX Zhao's Group Co., Ltd.",
667,Jaguar Land Rover,
668,"Japan Brake Industrial Co., Ltd.",Hitachi
669,"Japan Drop Forge Co., Ltd.",Japan
670,"Japhl Powertrain Systems Co., Ltd.",
671,"Jatco USA, Inc.",JATCO
672,Jay Bharat Maruti Ltd. (JBML),
673,Jaya Hind Industries ltd.,
674,"Jebsen TCG Automotive Systems (Dalian) Co., Ltd.",
675,"Jeon Woo Precision Co., Ltd.",
676,"Jiangsu Hengyi Industrial Technology Co., Ltd.(Formerly Jiangsu Hengyi Auto Parts Manufacturing Co., Ltd.)",
677,"Jiangsu Hyundai WIA Co., Ltd.",
678,"Jiangsu Luoshi Vibration Control Co., Ltd.",
679,"Jiangsu Meili Daewon Spring Co., Ltd. (Formerly Jiangsu Daewon Asia Automobile Spring Co., Ltd.)",
680,"Jiangsu Mobis Automotive Parts Co., Ltd.",
681,"Jiangsu Pacific Precision Forging Co., Ltd.",
682,Jiangsu Shanghai Automobile Gear Works,
683,"Jiangsu VCS Automotive Technology Co., Ltd.",
684,"Jiangxi Tmhold Automobile Parts Co., Ltd.",Jiangxi
685,"Jiangxi Tongxin Machinery Co., Ltd.",Jiangxi
686,"Jiangyin Haida Rubber & Plastic Co., Ltd.",
687,"Jiaxing KEM Electromagnetic Technology Co., Ltd.",
688,"Jinhua Oulun Catalytic Scheme Co., Ltd.",
689,"Jinzhou Halla Electrical Equipment Co., Ltd.",Wonder Auto Technology Group (WATG)
690,"Jinzhou Huayi Precision Co., Ltd. (Formerly Jinzhou Huayi Spinning Technology Co., Ltd.)",
691,"Jinzhou Leader Shock Absorber Co., Ltd.",Wonder Auto Technology Group (WATG)
692,"Johnson Electric Machinery Factory Co., Ltd. (Formerly Johnson Electric Group)",Johnson Electric
693,Johnson Matthey GmbH,Johnson Matthey
694,Johnson Matthey PLC,Johnson Matthey
695,Johnson Matthey Shanghai Chemicals Ltd.,Johnson Matthey
696,KACO GmbH + Co. KG,
697,"KAKUTA Tech Forging Co., Ltd. Miyoshi Factory (Formerly Kakuta Iron Works Co., Ltd.-Miyoshi Factory)",
698,KATE LLC,
699,"KB Autosys (Zhangjiagang) Co., Ltd.",KB Autosys
700,"KB Autosys Co., Ltd. (Formerly Korea Beral Co., Ltd.)",KB Autosys
701,KB Autosys India Private Limited,KB Autosys
702,"KESENS Power Technology (Jiaxing) Co., Ltd.",
703,KEYLEX Corporation,
704,KIRCHHOFF Automotive AG,Kirchhoff
705,KIRCHHOFF Automotive Canada Inc. - Aurora,KIRCHHOFF
706,KIRCHHOFF Automotive Deutschland GmbH,KIRCHHOFF
707,KIRCHHOFF Automotive Lansing,KIRCHHOFF
708,KIRCHHOFF Automotive Manchester,Kirchhoff
709,KIRCHHOFF Automotive Mexico S.A. de C.V. - Puebla,Kirchhoff
710,KLT Automotive & Tubular Products Ltd.,
711,KOMOS Automotive India,
712,KS Large Bore Pistons Group (Formerly KS Kolbenschmidt GmbH),
713,KSM Castings Group GmbH,
714,KSR International Inc.,
715,"KYB (Thailand) Co., Ltd.",KYB
716,KYB Americas Corporation - Indiana,KYB
717,KYB Corporation,KYB
718,KYB Europe GmbH,KYB
719,KYB Industrial Machinery (Zhenjiang) Ltd.,KYB
720,"KYB Latinoamerica, S.A. de C.V. (KYB Mexico S.A. de C.V. Mexico City Branch)",KYB
721,KYB Manufacturing do Brasil Fabricante de Autopecas S.A. (Formerly KYB-Mando do Brasil Fabricante de Autopecas S.A.),KYB
722,"KYB Steering (Thailand) Co., Ltd.",KYB
723,"Kaneta Kogyo (Foshan) Co., Ltd.",Kaneta Kogyo
724,"Kaneta Kogyo Co., Ltd.",Kaneta Kogyo
725,"Katcon (Shanghai) Emission Control Systems Co., Ltd.",Katcon
726,"Katcon (Shenyang) Emission Control Systems Co., Ltd.",Katcon
727,"Katcon (Xiangtan) Emission Control Systems Co., Ltd.",Katcon
728,Katcon Global S.A. de C.V.,Katcon
729,"Katcon USA, Inc.",Katcon
730,Kautex Inc. - Headquarters North America,Kautex
731,Kautex Textron GmbH & Co. KG,Kautex
732,Kawada MX S.A. de C.V.,
733,"Kayser Automotive Systems (Changchun) Co., Ltd.",
734,"Keboda Technology Corporation (Formerly Shanghai Oubao Electronic Technology Co., Ltd.)",
735,"Keeper Co., Ltd.",
736,"Keihin Seimitsu Kogyo Co., Ltd.",
737,Kendrion Automotive (Sibiu) S.R.L.,
738,Keystone Powdered Metal Company,
739,Kia,
740,"Kinugawa Rubber Industrial Co., Ltd.",
741,"Kirchhoff Automotive (Suzhou) Co., Ltd.",Kirchhoff
742,Kirchhoff Polska Sp z o.o.,KIRCHHOFF
743,"Kiriu (Thailand) Co., Ltd.",Kiriu
744,Kiriu Corporation,Kiriu
745,Kiriu Mexicana S.A. de C.V.,Kiriu
746,Kirpart Otomotiv Parcalari Sanayi Ve Tic. A.S.,
747,"Kitagawa (Thailand) Co., Ltd.",Kitagawa
748,Kitagawa Corporation,Kitagawa
749,Knauf SAS,
750,"Kolbenschmidt Huayu Piston Co., Ltd.",Kolbenschmidt
751,Kolbenschmidt Pistons - Japan (Formerly Kolbenschmidt K.K.),Kolbenschmidt
752,Kolomna Powder Metallurgy Plant LLC,
753,Koni BV,
754,"Kubota Iron Works Co., Ltd.",Kubota
755,"Kubota Ironworks (Thailand) Co., Ltd.",Kubota
756,"Kunming Sino-Platinum Metals Catalyst Co., Ltd.",
757,"Kurashiki Siam Rubber Co., Ltd.",
758,"Kyoho Machine Works, Ltd.",
759,"Kyokuyo Industrial (Thailand) Co., Ltd.",Kyokuyo
760,"Kyokuyo Industrial Co., Ltd.",Kyokuyo
761,"Kyoritsu Seiki (Thailand) Co., Ltd.",Kyoritsu
762,"Kyoritsu Seiki Co., Ltd.",Kyoritsu
763,"Kyosan Denki Co., Ltd.",
764,"Kyushu Yanagawa Seiki Co., Ltd.",
765,L&L Products Inc.,
766,L?PPLE AG,
767,"Landai Technology Group Corp., Ltd. (Formerly Chongqing Landai Power Transmission Machinery Co., Ltd.)",Landai Technology Group
768,"Lee Won Precision Co.,Ltd.",
769,"Liaoning SG Automotive Chassis Systems Co., Ltd.",Liaoning SG Automotive
770,"Liaoning SG Automotive Chassis Systems Co., Ltd. Foshan Branch",Liaoning SG Automotive
771,Linamar Corporation,Linamar
772,Linamar Plettenberg GmbH (Formerly Seissenschmidt GmbH),Linamar
773,Linamar Powertrain GmbH (LPT),Linamar
774,Linamar de Mexico S.A. de C.V.,Linamar
775,Linde + Wiemann SE & Co. KG,
